polarity,tweet,dates
0.0,RT sachinv1125 Plz PM Modi ji reschedule exam date of AAI ATC 25262021 its short notice before 14 days suffering tickets book,04-03-2021
0.0,Plz PM Modi ji reschedule exam date of AAI ATC 25262021 its short notice before 14 days suffering ticket,04-03-2021
0.0,RT sachinv1125 Plz PM Modi ji reschedule exam date of AAI ATC 25262021 its short notice before 14 days suffering tickets book,04-03-2021
0.0,Plz PM Modi ji reschedule exam date of AAI ATC 25262021 its short notice before 14 days suffering ticket,04-03-2021
0.0,RT sachinv1125 Plz PM Modi ji reschedule exam date of AAI ATC 25262021 its short notice before 14 days suffering tickets book,04-03-2021
0.0,RT sachinv1125 Plz PM Modi ji reschedule exam date of AAI ATC 25262021 its short notice before 14 days suffering tickets book,04-03-2021
0.0,Plz PM Modi ji reschedule exam date of AAI ATC 25262021 its short notice before 14 days suffering ticket,04-03-2021
0.0,RT sachinv1125 Plz PM Modi ji reschedule exam date of AAI ATC 25262021 its short notice before 14 days suffering tickets book,04-03-2021
0.0,I want to talk RNTata2000 plz importantOnline appointment tatacomm TCS TataSteelLtd TataMotors,04-03-2021
0.0,Plz PM Modi ji reschedule exam date of AAI ATC 25262021 its short notice before 14 days suffering ticket,04-03-2021
0.0,TCSHR PeopleTCS TCS Please help me with the policy,04-03-2021
-0.5,RT tcsna Securing the Industrial Internet of Things IIoT is difficult for security practitioners Learn how to overcome these challeng,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.0,TCS Please check services,04-03-2021
-0.4,Think of TCS Infosys and Marico Grownups can share some eternal lessons Discover this secret sauce Todays,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.08541666666666665,How TCS management play dirty politics with their hard worker employee if this video is true then really shame f,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.09911616161616163,RT forbesindia Hard reset is the new corporate buzz word But what exactly do you need to reset to become more digital savvy TCS MD amp,04-03-2021
0.09911616161616163,Hard reset is the new corporate buzz word But what exactly do you need to reset to become more digital savvy,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.3,RT TCSEurope Artificial intelligence will play an integral role in the future of work so how will humans work in harmony alongside it,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.45,most engaging tweet from TCS for the week 411 retweets and likes tech dontmissthetweet tweetalerts,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT tcsna Securing the Industrial Internet of Things IIoT is difficult for security practitioners Learn how to overcome these challeng,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,04-03-2021
-0.5,RT tcsna Securing the Industrial Internet of Things IIoT is difficult for security practitioners Learn how to overcome these challeng,04-03-2021
0.0,1 of 2 Congratulations Accenture TCS Cognizant Wipro HCLTech Capgemini Infosys IBM,04-03-2021
0.0,RT TCSUKI Discover the key considerations to enable process improvement as part of digital transformation as Brian Smith of TCS spoke,04-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,04-03-2021
0.06666666666666668,we really feel pride in working for Tatas but TCS criteria to chose only candidate who have a regular degree break,04-03-2021
0.0,however I did my graduation from Delhi University School of Open Learning however TCS have a bias criteria only t,04-03-2021
0.0,RNTata2000 Sir TCS have a bias criteria TCS only recruit employee who have degree from regular collage I want to,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.0,RNTata2000 TCS Why ex tcers are not allowed to join back,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.0,RT TCS TCS santhasubramoni on how cognitive automation helps in healthcare and lifesciences,04-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,04-03-2021
1.0,RT TCS Our CIO AbhijitMazumder is going to be at the 10th Annual IDC IDG CIO Summit 2021 Join the discussion as he shares some best,04-03-2021
0.0,RT TCS Siva Ganesan Global Head Microsoft Business Unit TCS amp Takuya Hirano VP Global Alliances amp Systems Integrators Partners Mic,04-03-2021
-0.5,Securing the Industrial Internet of Things IIoT is difficult for security practitioners Learn how to overcome th,04-03-2021
0.0,EverestGroup Accenture Cognizant Capgemini Deloitte hcltech Infosys TCS Wipro Cognizant before Capgemini Alphabetic order,04-03-2021
0.0,Congratulations Accenture Cognizant Capgemini Deloitte HCLTech Infosys TCS and Wipro for being posit,04-03-2021
0.0,Congratulations Accenture Cognizant Capgemini Deloitte hcltech Infosys TCS and Wipro for being posit,04-03-2021
0.0,RT safeerlone2 MoPNGeSeva HPCL Cyberdost MumbaiPolice PMOIndia ndtv DCPCCCDelhi Cyberpolicekmr FinMinIndia AmitShah narendr,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.16666666666666666,advanilparab shekharchanne AUThackeray Plight of Kopargaon Bus Service The phone is half of the times delibera,04-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,04-03-2021
0.0,Hello RNTata2000 thatha i want TATA Tea distributorship in my District i sent text messages and call to Tata cus,04-03-2021
0.25,For the first time ever the mobile communications industry is prioritizing the enterprise market In this report w,04-03-2021
-0.52,TCS DGNTA DrRPNishank Some of the NTA centers are located at very poor places which are in industrial areas,04-03-2021
0.5,As AI becomes more prevalent in our workplaces how will humans adapt to the changes and form prosperous partnershi,04-03-2021
-0.3,Artificial intelligence will play an integral role in the future of work so how will humans work in harmony alongs,04-03-2021
0.0,Milind Lakkad TCS winner of the Corporate Citizen Award speaks about TCSs upcoming initiatives regarding educat,04-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.75,Rajpati92 TCS TCSNews Yes even I got the mail from this person on march 12 please do tell me it is real or fake,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,04-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,04-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,04-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,04-03-2021
0.0,RT BiIndia Tata Consultancy Services TCS CFO V Ramakrishnan explains how the role of a finance head has been changed by the pandem,04-03-2021
0.0,RT TCSResearch Congratulations to this years Winner and Honorable Mention recipient for the Indiaacm ACM India Doctoral Dissertation Aw,04-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.0,RT ResilienceFirst Last places remaining to our webinar on Decarbonisation in manufacturing where well be exploring the role tech dis,04-03-2021
0.25,RT sidmariner89 Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its site S,04-03-2021
0.0,RNTata2000 TCS NCHANDRASEKARAN rgnair1974 Please check this You people are there in t,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.5,Highlighting TCS Pace Port Arnout Buschenhenke of ABNAMRO explores the innovative mindset working with TCS has,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.0,A clip from our RampD and Innovation sessionsInnovation for uncertainty moderated by Sunil Menon Network and Pr,04-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.0,MahaDGIPR AjitPawarSpeaks CPCBOFFICIAL MoJSDoWRRDGR tatatrusts TataPower TCS MahaEnvCC livemint,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.0,TypoSM I AM HERE TCS he needs n deserves job matching his skillsm,04-03-2021
0.0,TCS RNTata2000 U MK DIFFRCE IN PPLS LIVES I SM HERE AGAIN2 CHNGE UR CANDIDATE SELECTION PROCESS 1 How can a c,04-03-2021
0.25,RT sidmariner89 Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its site S,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
0.0,PwC You reason of isro for sales FinMinIndia ECISVEEP nasscom close all MS DAX ERP SamsungIndia,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,04-03-2021
-0.5,Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia,04-03-2021
-0.1,RT Vinisha27738476 We are powered by science shaped by engineering driven by technology Be curious Stay insp,04-03-2021
0.0,Vamshiikrish TCS bitswgl TCSiON Keep going vamshi,04-03-2021
0.0,Mrprofessor7 TCS bitswgl TCSiON Thankyou,04-03-2021
0.0,Vamshiikrish TCS bitswgl TCSiON Congratulations bro,04-03-2021
0.0,FisheriesGoI pcsarangi girirajsinghbjp MPEDACOCHIN nfdbindia FDepar2 IndrayaniRiver TataPower tatatrusts,04-03-2021
0.5,When TCS amalgamated tcseserve why EPF was not amalgamated for every employees socialepfo its more than 3 yea,04-03-2021
0.0,Congratulations arushiesinha on making it to the GodrejPRmomentAdfactors3030 list for 2021,04-03-2021
0.5,RT businessline LampT was the top gainer in the Sensex pack rising around 2 per cent followed by ONGC NTPC HDFCBank IndusInd Bank,04-03-2021
0.5,LampT was the top gainer in the Sensex pack rising around 2 per cent followed by ONGC NTPC HDFCBank IndusInd B,04-03-2021
0.0,sidmariner89 SeafarerstaxOrg dgshipgoi TCS Infosys Its almost 2mnths still master chaker is downn Ministery is talking abt vision,04-03-2021
